ID,CC Diff (slow-fast),HV Diff (slow-fast),MI Diff (slow-fast),Slow-Fast MediTime
1450,0,22.28,-0.78,670.2738
1451,0,-27.38,2.73,668.6384
1452,0,0.00,-2.50,665.9455
1453,2,191.98,-7.07,664.8104
1454,0,-12.94,1.44,664.5758
1455,0,7.81,-3.26,661.6246
1456,-2,-176.22,6.15,660.4995
1457,0,-66.98,2.17,660.0569
1458,-3,-128.19,29.25,659.1443
1459,0,0.00,0.00,656.0610
1460,0,-35.02,0.19,655.5559
1461,0,-4.46,1.39,655.4239
1462,0,31.23,-1.72,654.3961
1463,0,-11.66,1.84,654.1179
1464,-1,-48.43,1.55,651.7910
1465,0,-124.54,9.21,648.4103
1466,0,100.20,-5.70,647.5840
1467,0,-2.18,-0.35,645.1838
1468,0,8.92,-0.86,639.7006
1469,-1,-80.39,3.53,637.4267
1470,-1,-80.39,3.53,636.1003
1471,1,81.57,-0.61,635.9367
1472,0,16.64,-3.18,635.5602
1473,0,0.00,0.00,635.5438
1474,0,-57.46,3.61,633.9601
1475,0,8.64,-0.72,631.8761
1476,0,48.79,-1.98,630.4821
1477,0,-13.13,0.13,627.6162
1478,0,2.68,0.25,626.1619
1479,-1,-96.11,17.64,625.0216
1480,-1,-5.04,-3.33,623.8503
1481,-2,-98.33,6.21,623.8087
1482,0,-46.46,1.92,623.2275
1483,0,-31.96,1.99,622.1676
1484,0,-26.03,-0.18,622.1577
1485,-2,-179.48,10.56,618.9659
1486,0,-3.42,-0.65,618.5054
1487,0,-2.54,-0.63,618.0965
1488,0,-31.26,0.98,616.1980
1489,0,-364.25,24.67,612.3068
1490,-1,-94.75,-1.90,610.4915
1491,0,159.31,-6.11,607.4514
1492,1,14.85,2.41,606.7665
1493,0,12.97,-3.32,604.8225
1494,0,31.96,-1.99,604.4183
1495,0,-15.50,2.26,604.3664
1496,0,-19.45,0.89,602.4729
1497,1,-3.36,6.59,601.4080
1498,0,0.00,0.00,600.5384
1499,2,108.03,-4.27,600.5259
1500,0,32.22,-1.70,598.6263
1501,0,-2.45,0.26,598.4254
1502,0,-35.34,2.70,597.9387
1503,0,8.64,-0.71,597.7272
1504,0,19.21,-0.92,597.5216
1505,1,54.75,-4.50,594.3896
1506,0,-9.91,0.98,594.1191
1507,-1,44.59,4.05,591.1169
1508,8,389.47,-25.12,589.5831
1509,-1,-66.03,8.55,588.7077
1510,3,165.18,-2.12,587.6970
1511,-1,-32.08,-2.43,587.2766
1512,0,-55.62,1.19,586.8969
1513,0,3.04,-2.81,585.9330
1514,-4,-173.83,11.67,585.5807
1515,-1,-66.03,8.55,583.9924
1516,0,-97.82,6.32,581.8417
1517,0,-38.24,0.74,580.9218
1518,0,41.19,-4.76,578.6299
1519,1,-41.84,9.80,577.4655
1520,-1,-89.77,10.82,576.0485
1521,-6,-198.36,0.47,573.5156
1522,0,-6.41,-2.61,573.2061
1523,0,62.84,-5.66,571.4770
1524,-1,-38.89,1.63,571.2353
1525,0,-3.52,0.33,571.1415
1526,0,0.00,0.00,567.7367
1527,1,-4.25,8.42,566.9667
1528,0,77.27,-3.36,566.5666
1529,0,9.05,-2.32,566.0655
1530,0,-2.45,1.46,565.5961
1531,1,11.91,3.34,564.2131
1532,0,-3.52,0.33,562.3415
1533,2,122.28,1.01,562.0255
1534,1,-4.25,8.42,561.3625
1535,1,41.07,-4.99,560.6759
1536,0,4.75,-0.21,560.4872
1537,-1,-66.03,8.55,558.6072
1538,0,19.21,-0.92,557.9898
1539,0,-3.90,-1.67,557.9242
1540,1,21.16,2.40,557.7855
1541,0,-6.41,-2.61,557.1853
1542,1,58.95,-6.57,555.7370
1543,0,-42.60,8.88,554.3630
1544,1,-157.90,-2.02,552.9525
1545,1,51.05,2.41,552.6215
1546,0,20.15,-2.83,552.2629
1547,0,-69.86,7.41,550.9480
1548,0,-27.19,2.57,549.8651
1549,1,41.07,-4.99,549.0029
1550,1,21.16,7.06,546.9356
1551,0,8.50,-0.82,541.6635
1552,1,9.20,3.68,540.7108
1553,0,58.13,-8.29,539.1570
1554,0,7.01,0.42,538.8960
1555,2,105.51,-2.26,538.5203
1556,0,-24.58,0.26,538.1088
1557,0,12.53,-0.95,534.1216
1558,0,-29.99,2.37,533.9641
1559,-1,-6.74,-7.64,533.7219
1560,0,5.11,-0.02,530.4411
1561,-2,-66.31,4.33,525.6604
1562,0,-41.24,1.11,525.6074
1563,0,2.60,0.26,524.7486
1564,0,74.52,-3.08,524.6079
1565,1,62.53,4.26,519.4967
1566,0,-25.95,3.01,517.7409
1567,1,15.26,6.11,517.7271
1568,1,33.60,-2.96,517.0145
1569,1,122.92,-5.60,515.4034
1570,0,4.56,2.28,513.9271
1571,0,-17.61,0.59,512.3020
1572,-1,-54.14,4.17,508.8394
1573,1,-77.01,8.32,507.9382
1574,-2,-49.98,5.34,507.5211
1575,0,-58.13,10.78,507.0106
1576,0,55.81,-2.46,506.5049
1577,0,58.24,-2.36,504.0035
1578,0,17.23,-0.58,503.7055
1579,1,147.22,-2.35,503.5202
1580,-2,-42.81,-3.15,503.2640
1581,0,51.17,-2.78,502.0753
1582,1,-11.90,7.65,501.7597
1583,0,-4.64,0.07,501.6135
1584,0,41.79,-13.75,501.3039
1585,0,8.61,-1.43,501.0625
1586,2,48.91,8.85,500.7047
1587,0,23.62,3.03,498.4675
1588,0,2.50,0.26,496.7290
1589,3,19.60,5.98,495.4819
1590,0,27.47,-3.30,492.1123
1591,0,-18.28,-2.02,491.5035
1592,-1,-14.19,3.10,490.5239
1593,0,-6.54,0.49,489.5817
1594,0,-38.84,-3.63,487.7137
1595,0,0.00,0.00,487.4979
1596,-1,5.41,1.45,486.7814
1597,-1,-61.10,1.87,486.5790
1598,0,-38.84,-3.63,484.4039
1599,0,-73.66,13.56,483.9894
1600,-1,0.00,-7.08,482.1325
1601,2,83.04,-6.74,480.8101
1602,0,-10.17,1.04,477.9119
1603,0,14.62,-2.60,477.6539
1604,0,-10.91,1.86,477.2591
1605,0,0.00,0.00,476.6869
1606,0,-14.22,-0.04,475.7222
1607,0,-30.27,2.06,475.3237
1608,0,-4.86,-0.27,475.2777
1609,0,-20.80,-0.84,474.1120
1610,0,-52.71,10.76,473.2806
1611,0,68.42,-6.77,472.8932
1612,0,67.21,-11.25,472.7618
1613,0,-31.53,-0.74,470.4539
1614,-1,86.71,-1.47,470.3400
1615,0,-31.09,4.03,470.2243
1616,-1,-61.80,1.52,469.6464
1617,0,-1.94,-0.98,468.9105
1618,-1,-60.90,1.19,468.5616
1619,0,9.42,-1.24,468.2250
1620,0,-12.54,0.61,466.9912
1621,0,10.37,-2.90,466.3308
1622,-1,-67.48,3.92,465.7895
1623,1,4.81,4.02,465.6831
1624,-1,-57.63,1.60,464.2297
1625,9,177.22,-16.37,462.0683
1626,1,51.64,-7.14,461.7519
1627,0,8.72,-2.16,461.4439
1628,5,54.25,7.37,461.3969
1629,0,9.29,-0.33,460.9090
1630,-1,-13.44,3.27,459.7088
1631,1,103.93,-3.13,459.5636
1632,-1,-39.29,0.77,457.0686
1633,0,-20.85,1.35,456.8922
1634,-1,-78.09,4.65,456.5188
1635,-1,-38.89,1.38,456.4388
1636,0,63.66,-3.92,454.5858
1637,-1,14.64,-3.74,453.3976
1638,1,28.45,8.32,453.2355
1639,-1,-78.63,5.57,453.1845
1640,1,-43.14,5.19,453.0388
1641,-1,-14.51,-2.25,452.7686
1642,1,92.63,-4.46,452.2428
1643,0,-74.55,9.81,450.5896
1644,-1,0.00,-7.27,450.2486
1645,0,-36.77,2.41,449.8206
1646,0,0.00,0.00,449.4543
1647,0,0.00,0.00,449.3635
1648,0,0.00,0.00,449.1819
1649,-1,-42.75,1.00,448.2655
1650,1,87.33,-2.18,447.9593
1651,0,-48.89,13.96,446.9987
1652,0,29.07,-3.08,445.8198
1653,-1,-87.20,9.84,444.6899
1654,-1,-38.46,0.91,444.4005
1655,1,15.79,-0.73,443.9767
1656,0,0.00,0.00,443.8065
1657,-1,-55.41,1.64,443.5960
1658,0,-2.45,4.39,442.6300
1659,0,0.00,0.00,440.7763
1660,-1,-92.15,8.95,439.9728
1661,-1,27.36,-6.69,439.5042
1662,0,20.31,-2.53,439.3372
1663,-1,-56.60,0.85,439.2754
1664,0,-14.22,-0.04,438.7037
1665,0,-28.84,2.41,438.5167
1666,0,0.00,0.53,437.6004
1667,-2,-85.81,5.27,436.4092
1668,1,9.95,8.43,435.2049
1669,0,0.00,0.00,435.1394
1670,0,-2.59,0.44,433.7472
1671,0,0.00,0.00,433.4704
1672,-1,-58.14,0.92,433.0494
1673,0,19.49,-5.35,432.5377
1674,-1,-35.68,1.20,432.1979
1675,1,146.67,-3.98,432.1251
1676,0,0.00,0.00,431.7977
1677,0,62.77,-8.38,430.9048
1678,1,42.61,-6.05,430.8782
1679,1,49.55,-1.96,430.0820
1680,0,7.61,-0.85,429.9878
1681,0,-10.95,0.80,429.9571
1682,-1,-13.57,-6.25,428.9556
1683,0,10.21,-0.23,428.6565
1684,0,-52.71,10.76,428.3401
1685,1,32.79,-5.23,427.9104
1686,0,-4.58,0.30,427.6919
1687,0,31.91,-1.02,427.2837
1688,0,-48.89,13.96,426.9018
1689,0,75.60,-4.83,426.0235
1690,-1,-61.10,1.87,425.1541
1691,0,-51.71,8.46,424.3873
1692,0,-9.61,3.75,423.3678
1693,0,-48.89,12.41,422.1461
1694,-1,-38.46,2.64,421.7964
1695,1,9.95,8.43,421.5538
1696,0,-20.00,1.83,421.5071
1697,-1,0.00,-6.95,420.6864
1698,0,70.11,-1.50,419.8575
1699,-1,-56.32,1.62,419.3751
1700,1,-11.52,6.22,419.1534
1701,0,-7.93,0.75,418.0325
1702,0,-48.89,12.41,417.0010
1703,0,28.64,-3.34,416.6651
1704,0,0.00,0.00,415.6235
1705,0,-20.13,2.31,414.7162
1706,-1,-36.68,1.07,414.5606
1707,0,-60.53,0.97,414.4863
1708,0,-15.28,6.77,413.5785
1709,0,0.00,4.07,413.5704
1710,1,24.50,3.03,411.5380
1711,-2,-156.76,9.38,411.5182
1712,-2,-186.79,21.13,411.4098
1713,1,53.98,-6.20,411.1390
1714,0,-14.22,-0.04,409.8295
1715,0,-21.90,2.88,409.6195
1716,0,0.00,0.00,409.5769
1717,0,11.74,-0.61,408.7959
1718,0,19.83,-4.12,408.5619
1719,0,26.15,-0.78,408.3579
1720,1,70.74,-10.35,408.3460
1721,0,56.10,-5.75,408.2766
1722,0,-97.51,6.76,408.1904
1723,0,0.00,0.00,407.1744
1724,0,-33.86,7.82,406.8841
1725,0,0.00,0.00,405.1074
1726,-2,-108.65,6.62,404.7602
1727,3,175.23,-15.02,404.6393
1728,0,19.40,-3.21,404.5407
1729,0,-122.67,12.57,403.8567
1730,1,20.05,2.27,402.8996
1731,-1,-55.77,2.84,402.7481
1732,-1,-44.07,-4.34,402.4624
1733,1,34.88,-3.00,402.3524
1734,0,46.47,-1.86,402.0794
1735,5,54.25,7.37,402.0013
1736,-4,-144.31,19.45,401.3627
1737,-1,-38.46,0.93,401.2569
1738,0,100.17,-6.54,401.1677
1739,0,-22.16,-0.65,400.6808
1740,0,30.86,1.81,400.2959
1741,-1,-35.14,1.34,399.7036
1742,0,0.00,0.00,399.4842
1743,0,39.07,-0.68,398.1674
1744,0,-9.61,1.25,398.1488
1745,-1,-19.72,0.21,397.0178
1746,0,36.18,-4.13,395.9577
1747,1,9.40,4.37,395.6056
1748,-1,-126.08,7.25,394.9977
1749,-1,-103.86,5.39,394.9726
1750,0,-27.91,9.71,394.6327
1751,1,90.27,3.77,392.8677
1752,-1,-60.67,2.96,392.3331
1753,0,-14.54,1.66,392.0484
1754,-1,-68.35,2.46,392.0337
1755,1,4.32,2.03,391.9139
1756,0,-8.39,-0.71,391.2201
1757,-1,-61.14,2.52,390.4632
1758,-2,-172.00,9.95,389.2954
1759,1,106.37,-2.93,389.2803
1760,-4,-161.04,19.46,389.2240
1761,0,0.00,0.00,389.0339
1762,3,130.04,-12.16,389.0071
1763,0,7.37,9.01,388.7727
1764,0,-9.61,-1.24,388.4948
1765,0,-38.60,0.40,388.3562
1766,-1,-8.92,-6.37,388.0202
1767,-1,-59.10,1.91,387.1125
1768,0,0.00,0.00,386.9208
1769,0,16.44,-1.61,386.2058
1770,0,7.37,9.01,386.1941
1771,0,57.19,-0.46,386.1246
1772,0,-6.41,0.47,386.0086
1773,1,27.93,-0.81,385.6604
1774,-1,-20.24,0.23,385.5866
1775,-1,-128.97,8.95,385.5482
1776,-1,-45.00,3.44,385.3324
1777,0,0.00,0.00,384.3154
1778,0,0.00,0.00,383.8801
1779,0,25.32,-2.40,383.6223
1780,0,7.37,9.01,383.4114
1781,-1,-63.56,6.20,383.2518
1782,-1,-44.62,0.71,382.7124
1783,0,2.08,-0.09,382.7006
1784,0,14.10,-1.19,381.6239
1785,0,31.91,-1.02,379.6781
1786,1,46.35,-1.50,379.2609
1787,0,-33.09,0.43,379.1259
1788,0,30.75,-0.22,379.0998
1789,0,0.00,2.50,378.4939
1790,0,-11.94,0.29,377.8828
1791,0,-2.34,-0.53,377.6917
1792,0,31.91,-1.02,377.1537
1793,1,20.18,0.18,376.5102
1794,0,-9.25,0.42,375.9998
1795,0,-15.87,-1.73,375.0228
1796,-1,-60.67,4.50,374.8560
1797,4,233.09,-2.32,374.4499
1798,-1,-51.94,1.56,374.4357
1799,0,-26.22,2.11,374.1382
1800,1,48.43,-1.55,374.0277
1801,-1,-42.22,1.64,373.7158
1802,2,73.10,-5.22,373.4571
1803,0,0.00,-2.50,373.4411
1804,0,0.00,0.00,372.6909
1805,0,-17.08,-1.27,372.1327
1806,-1,-126.08,5.71,370.8196
1807,-1,-61.10,1.87,370.8168
1808,1,14.85,2.92,369.9833
1809,0,0.00,0.00,368.2025
1810,-3,-18.63,0.94,368.0285
1811,0,25.22,-1.81,367.6001
1812,0,37.51,-4.90,366.8182
1813,1,39.90,-2.29,366.6128
1814,-1,-39.51,1.34,366.2131
1815,0,-9.61,1.25,365.0185
1816,0,-11.53,1.19,364.8657
1817,3,103.67,-7.84,364.4686
1818,0,-10.97,0.36,363.7253
1819,0,-16.52,1.81,363.4708
1820,2,38.07,1.88,362.5762
1821,-1,-103.86,3.68,361.8773
1822,3,125.91,-3.98,361.5799
1823,0,31.91,-1.02,360.4716
1824,5,155.40,-0.45,360.1589
1825,0,-20.89,-1.12,359.2378
1826,0,15.15,-2.65,358.4485
1827,0,43.46,2.39,357.7826
1828,1,19.07,11.74,357.7417
1829,0,0.00,0.00,357.5930
1830,-1,-7.56,0.66,357.3652
1831,0,0.00,0.00,356.8781
1832,0,-95.63,10.23,356.1558
1833,0,-4.32,0.31,355.6715
1834,0,-18.92,3.80,355.5678
1835,1,11.32,-4.24,354.8077
1836,1,-13.30,-0.78,354.7617
1837,-2,-34.35,0.46,354.6672
1838,1,-40.78,8.20,354.5466
1839,-1,35.14,-1.70,354.3624
1840,3,148.86,-10.69,354.0939
1841,0,-4.32,0.30,354.0021
1842,0,141.33,-4.39,353.6278
1843,1,11.91,4.10,353.2785
1844,1,80.39,-3.53,352.9964
1845,2,95.20,0.35,351.9890
1846,-1,0.00,-7.08,351.1562
1847,-1,-53.98,2.30,350.9719
1848,1,14.85,2.92,350.8287
1849,0,7.37,9.01,350.5936
1850,0,27.90,-2.12,349.7503
1851,1,156.71,-3.82,349.5215
1852,0,-11.49,-1.16,348.0632
1853,0,-36.74,0.25,346.9003
1854,0,7.20,0.00,346.7963
1855,-2,-129.76,8.76,346.7730
1856,-1,27.36,-6.69,346.4714
1857,-1,-22.81,0.01,345.9056
1858,0,0.00,0.00,343.6317
1859,1,63.87,3.68,343.1825
1860,0,0.00,0.00,342.9694
1861,-1,-52.66,8.44,342.5868
1862,0,15.85,-10.37,342.2145
1863,0,62.57,-2.21,341.0161
1864,1,48.40,-5.37,341.0067
1865,0,-8.48,0.15,340.8950
1866,-1,-52.47,-6.08,340.7112
1867,0,30.30,-2.00,340.5700
1868,-1,-53.56,3.48,340.4638
1869,0,0.00,0.00,340.0667
1870,0,22.82,-1.92,338.9217
1871,0,-13.95,-0.87,338.7773
1872,-1,-89.73,6.43,337.7076
1873,1,32.90,-1.47,337.4786
1874,1,42.93,-0.55,337.3967
1875,0,-4.75,0.07,336.7521
1876,1,63.86,3.38,336.6096
1877,-1,-4.46,-3.50,335.2381
1878,0,-15.64,-1.01,335.0618
1879,0,8.48,-0.15,334.6148
1880,0,0.00,0.00,334.6089
1881,0,-11.53,3.68,334.5827
1882,0,24.36,-1.39,334.5598
1883,0,57.01,-5.36,334.1817
1884,0,-8.15,-1.97,334.1033
1885,0,-4.32,0.09,333.4554
1886,0,0.00,0.00,333.2700
1887,0,-20.24,2.78,333.1716
1888,0,0.00,0.00,332.3883
1889,0,0.00,0.00,331.9449
1890,-2,-161.60,8.24,331.8600
1891,0,62.07,-7.98,331.3941
1892,0,-10.09,0.26,331.0810
1893,-1,-127.24,5.27,330.1514
1894,0,0.00,0.00,329.9331
1895,0,0.00,0.00,329.3016
1896,-4,-79.63,-2.32,329.0347
1897,-3,-51.90,6.97,328.7928
1898,-1,-136.16,6.47,328.1921
1899,1,9.17,3.71,328.0781
1900,0,0.00,0.00,327.8482
1901,0,-71.00,5.75,327.4675
1902,-1,-12.97,-1.42,327.3344
1903,-2,-122.30,14.46,325.9207
1904,1,29.56,4.20,324.9986
1905,-2,-118.38,8.94,322.3739
1906,0,-8.73,0.63,321.7583
1907,-1,-28.12,2.64,321.0895
1908,0,24.96,-1.45,320.5990
1909,-1,-21.81,-3.91,320.1987
1910,-3,-154.78,10.81,319.8996
1911,0,-3.91,-1.68,319.4073
1912,-1,-9.72,-4.00,319.2968
1913,0,0.00,0.00,318.5427
1914,-5,-68.21,-1.60,318.2029
1915,1,-98.57,9.19,317.4458
1916,0,0.00,0.00,317.0920
1917,-8,-228.21,28.78,316.9769
1918,0,-16.84,1.86,316.6870
1919,-1,-58.35,6.71,314.6299
1920,0,-10.00,0.27,314.3751
1921,0,-9.62,0.30,314.1725
1922,0,0.00,0.00,314.0786
1923,0,1.90,1.51,313.7836
1924,0,15.26,-2.48,313.0827
1925,0,11.20,-0.85,311.5832
1926,0,0.00,0.00,310.1504
1927,0,12.08,-0.52,310.0278
1928,0,-2.54,-0.13,309.9356
1929,0,0.00,0.00,309.3717
1930,0,-22.11,4.19,309.3278
1931,1,2.01,8.63,308.1029
1932,0,-4.75,0.23,307.0324
1933,0,-8.41,0.54,305.3695
1934,0,30.66,-1.18,304.7227
1935,0,7.37,9.01,304.3280
1936,0,4.75,0.28,303.5661
1937,0,0.00,0.00,303.5202
1938,0,-32.93,2.36,302.3744
1939,-1,-127.24,5.27,302.2888
1940,0,13.19,-2.16,301.8209
1941,-1,-29.03,-3.55,301.2977
1942,0,0.00,0.00,300.7110
1943,0,0.00,0.00,299.9954
1944,0,55.44,0.91,299.8317
1945,-1,-6.25,-4.57,299.0375
1946,1,23.39,15.54,297.9156
1947,0,-30.54,3.14,296.6246
1948,0,8.92,-1.96,296.1379
1949,0,27.54,-2.45,296.1013
1950,0,27.77,-0.37,295.0122
1951,-1,-66.16,4.62,294.4910
1952,1,-11.55,10.05,292.6827
1953,0,66.97,-6.30,291.7435
1954,-1,-9.61,-4.10,291.5398
1955,0,12.08,-0.70,290.2655
1956,0,-32.93,2.36,289.6683
1957,0,0.00,0.00,287.9018
1958,0,242.72,-9.23,287.8285
1959,0,32.13,-4.35,285.4617
1960,0,17.22,-2.01,284.3501
1961,0,-49.19,2.79,283.7923
1962,0,16.97,-1.94,283.4826
1963,1,39.72,-4.14,282.7776
1964,0,-21.46,2.48,282.5098
1965,0,0.00,0.00,280.8871
1966,0,54.95,-5.58,280.7841
1967,0,0.00,0.00,279.3602
1968,0,-24.61,8.49,279.3501
1969,0,-45.79,3.91,279.3451
1970,-1,60.02,-1.72,278.0679
1971,0,34.18,-3.49,277.8276
1972,0,30.22,-3.07,277.5224
1973,1,29.32,0.73,276.4635
1974,0,-48.20,3.42,276.1857
1975,0,-89.43,1.48,275.5483
1976,0,-49.19,2.79,275.1430
1977,1,9.61,3.24,274.1852
1978,-3,-107.15,4.50,273.9737
1979,0,0.00,0.00,273.4342
1980,-1,-54.40,4.20,273.0650
1981,0,62.57,-2.21,272.8097
1982,0,0.00,0.00,272.5008
1983,0,47.95,-5.38,272.0467
1984,0,0.00,-0.51,271.3300
1985,-1,-40.68,0.12,270.2224
1986,0,0.00,0.00,269.8375
1987,0,25.01,-2.45,269.4829
1988,-1,-9.72,-4.00,268.7623
1989,0,30.98,5.14,268.3340
1990,0,0.00,0.00,268.1798
1991,-1,-15.88,-1.48,268.1571
1992,-2,-31.22,-0.28,266.6077
1993,0,8.92,-0.46,266.4459
1994,0,0.00,0.00,265.7949
1995,0,7.20,0.00,265.6077
1996,0,-190.44,6.51,265.6028
1997,0,7.20,0.00,265.3879
1998,1,63.24,-5.18,264.0693
1999,0,18.78,0.10,263.6167
2000,0,52.16,-6.45,263.4604
2001,1,51.49,-8.95,262.3088
2002,0,7.24,-0.39,262.0440
2003,0,73.13,-0.22,262.0228
2004,0,31.26,7.47,261.9078
2005,0,-54.17,1.50,261.3150
2006,0,59.87,-3.54,260.8164
2007,4,41.95,12.71,260.4824
2008,0,44.86,-4.45,260.2735
2009,-1,-145.10,6.46,260.1292
2010,0,12.08,-0.52,260.0066
2011,-1,11.48,-7.92,259.2404
2012,0,64.76,-5.27,259.1341
2013,0,-88.43,7.08,258.5556
2014,0,-68.53,20.14,257.0840
2015,-2,-37.86,0.12,256.8497
2016,0,5.04,-0.94,256.2356
2017,-1,9.40,-6.20,255.8104
2018,0,17.64,-1.22,255.0812
2019,0,55.17,-5.62,254.9280
2020,0,39.03,-4.38,254.8778
2021,0,-54.09,4.33,254.5084
2022,1,-40.96,12.95,253.4646
2023,-2,-59.60,0.03,253.3624
2024,-1,-136.16,6.47,253.3149
2025,0,-11.07,1.00,253.2778
2026,0,5.90,7.18,252.8788
2027,-2,-37.86,0.12,252.0984
2028,0,-7.24,0.39,251.7785
2029,0,53.72,-6.73,251.7350
2030,0,0.00,0.00,251.4542
2031,0,-45.45,1.52,251.2709
2032,0,-25.01,2.10,251.1939
2033,0,2.64,-0.30,250.8101
2034,0,0.00,0.00,249.9088
2035,0,0.00,0.00,249.8978
2036,0,52.95,-4.78,249.8360
2037,0,14.09,2.12,248.7405
2038,-1,-145.10,6.46,248.0901
2039,2,-24.56,10.47,248.0121
2040,0,-18.21,3.67,247.7892
2041,0,1.90,1.51,247.2230
2042,-1,-23.02,-1.66,247.2209
2043,1,74.97,-4.17,247.1183
2044,0,0.00,-0.55,246.1283
2045,1,71.52,-3.57,246.0270
2046,0,0.00,0.00,245.8333
2047,1,-6.34,6.59,245.4900
2048,0,9.17,-1.71,244.9978
2049,1,34.50,-4.73,244.9551
2050,-1,-38.38,2.89,244.6451
2051,0,0.00,0.00,244.6046
2052,0,90.05,-8.23,243.2834
2053,0,47.94,-5.23,243.1101
2054,0,6.31,-0.52,242.9018
2055,0,31.67,-3.17,242.8817
2056,0,66.90,-9.24,241.6450
2057,0,41.60,-5.51,241.5586
2058,0,-28.28,1.50,241.0108
2059,0,0.00,0.00,241.0013
2060,-2,-209.13,9.76,240.9930
2061,0,0.00,0.00,240.9081
2062,0,52.44,-7.38,240.6717
2063,0,-20.21,2.28,239.3601
2064,-1,-86.01,5.50,239.0970
2065,1,35.61,2.93,239.0519
2066,0,-49.11,6.94,238.9959
2067,0,-42.59,1.74,238.7489
2068,-1,-61.19,5.01,238.4264
2069,0,0.00,0.00,238.1820
2070,0,57.06,-7.37,237.3949
2071,0,-18.21,3.67,237.3208
2072,1,84.48,-4.44,236.9240
2073,1,106.66,-6.53,236.2039
2074,0,0.00,-0.51,236.0681
2075,1,36.98,-2.18,235.2135
2076,-2,36.02,-1.31,234.9676
2077,1,116.92,-5.54,234.7819
2078,-1,-52.46,2.16,234.7673
2079,-1,-8.79,7.27,234.4358
2080,1,62.36,-3.58,234.2740
2081,0,2.47,0.23,234.1059
2082,0,18.25,-3.25,233.9711
2083,0,0.00,0.00,233.8102
2084,0,6.31,4.14,233.6122
2085,0,12.08,-0.52,233.1823
2086,0,5.21,-0.04,232.9651
2087,0,-44.10,0.44,232.3622
2088,0,1.90,0.06,232.3613
2089,0,30.69,-3.89,231.4717
2090,1,89.73,-6.43,231.3506
2091,-2,-34.35,0.46,231.2637
2092,1,32.93,-0.31,230.4013
2093,2,0.00,10.11,229.6329
2094,0,46.79,-6.94,229.2738
2095,0,45.28,-5.91,229.1440
2096,-1,1.23,3.29,229.1229
2097,0,-86.22,9.09,229.0817
2098,0,70.97,-9.84,229.0542
2099,0,16.70,6.44,228.8174
2100,1,100.98,-8.42,228.6497
2101,-1,-251.74,11.45,228.2133
2102,-1,18.80,-9.57,227.4764
2103,1,54.75,-9.32,227.2643
2104,-1,-24.76,1.58,227.2277
2105,1,128.66,-12.26,226.5621
2106,2,127.30,-7.59,226.4799
2107,0,31.65,-3.32,224.4317
2108,0,-6.93,2.27,223.9948
2109,1,11.26,4.54,223.4223
2110,1,38.73,-0.50,223.3938
2111,0,-44.16,7.43,223.1537
2112,0,45.24,-5.07,222.8908
2113,0,-60.89,7.74,222.8622
2114,0,46.79,-7.73,222.8559
2115,0,30.86,-0.46,222.0101
2116,-2,-73.40,0.60,221.9949
2117,0,45.66,-6.64,221.8944
2118,1,91.47,-8.15,221.2885
2119,2,54.28,14.70,220.9343
2120,-1,-36.68,1.08,220.4086
2121,1,-132.25,6.58,219.1357
2122,0,22.47,-1.44,218.8540
2123,0,29.02,-4.71,218.3930
2124,0,23.09,-2.83,218.1144
2125,2,-222.89,11.41,218.0434
2126,0,-38.93,2.04,217.8072
2127,0,58.72,-8.67,217.6696
2128,0,46.28,2.66,217.6056
2129,0,96.35,-3.34,217.1305
2130,0,33.23,-1.83,216.9838
2131,-1,-39.64,5.56,216.7057
2132,2,128.29,-7.05,216.5936
2133,-1,-136.49,10.38,216.3440
2134,0,123.96,-11.41,216.3161
2135,-1,-66.52,2.00,215.9425
2136,0,-16.88,0.38,215.7867
2137,0,6.31,-0.52,215.6295
2138,1,48.99,3.31,215.3113
2139,0,58.61,-6.19,214.5844
2140,0,4.95,-0.94,214.3166
2141,3,143.53,0.11,213.8336
2142,0,0.00,0.00,213.4254
2143,-1,-140.35,6.15,213.1240
2144,0,0.00,-7.08,212.7028
2145,0,4.17,-2.51,212.5648
2146,2,16.35,3.09,212.5040
2147,0,37.42,-4.13,212.4204
2148,0,0.00,-1.91,212.3160
2149,0,45.66,-6.64,212.3144
2150,0,53.73,-4.66,212.1948
2151,0,56.01,-6.40,212.0974
2152,1,20.68,-4.72,211.5657
2153,0,69.06,-3.18,211.4327
2154,2,-232.85,8.60,209.5388
2155,0,0.00,0.00,209.5231
2156,0,69.07,-6.12,209.2234
2157,0,60.23,-6.66,209.0054
2158,0,0.00,-0.55,208.7007
2159,0,6.31,4.14,208.4524
2160,0,-19.10,5.50,208.4222
2161,-1,9.05,0.67,208.3589
2162,0,45.34,-6.69,208.1170
2163,-3,-26.52,1.92,207.3820
2164,-1,-26.12,0.83,206.3229
2165,-2,7.94,-1.14,206.3191
2166,2,137.21,-7.42,205.6900
2167,2,40.91,2.72,205.2119
2168,0,-111.48,4.59,204.7468
2169,0,53.72,-8.85,204.7285
2170,0,44.65,-5.37,204.6721
2171,1,28.33,-0.92,203.6742
2172,0,23.34,-2.42,203.3453
2173,0,47.08,-6.90,202.1630
2174,0,0.00,0.00,202.1212
2175,0,77.40,-9.28,201.5390
2176,0,-6.08,1.93,201.0330
2177,-1,-61.49,2.26,201.0114
2178,-1,-23.02,-1.66,200.9335
2179,0,0.00,0.00,200.8400
